p1	p2
她用那把刀切菜。	她切菜用那把刀。
右边堆着麦秆子。	麦秆子堆在右边。
大勇整天躺在床上看杂志、听音乐，借以打发这茫然无聊的日子。	大勇整天躺在床上看杂志、听音乐，以便打发这茫然无聊的日子。
她洗净了一件衣服。	她洗净一件衣服了。
我呢，一天到晚就爱看书。	一天到晚我就爱看书。
当官不为民做主，不如回家卖红薯。	如果当官不为民做主，还不如回家卖红薯。
杯子被打破了。	杯子被打碎了。
他刚才是在这儿来着。	他刚才在这儿。
他是见过大世面的人。	他的见识比较广。
没关系，多双筷子罢了。	没关系，多双筷子而已！
风停了，雨住了。	风停了，雨也住了。
你要包子，油条，还是煎饼呢？	你要煎饼、油条，还是包子？
有一分希望，也要付出一百分的努力。	即使只有一分希望，也要付出一百分的努力。
凡是玩的事儿，没他不参加的。	玩的事儿他都参加。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽说是满月，因为天上有一层淡淡的云，所以不能朗照；我却以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
小明在家务上给妈妈帮了不少忙。	在家务上小明给妈妈帮了很多忙。
因为做过多年的幼儿园老师，所以她深知这些孩子此时最需要什么。	她之所以深知这些孩子此时最需要什么是因为做过多年的幼儿园老师。
你能把门打开吗？	请你把门打开吧？
信上说的清楚。	信上说得明白。
人人我都通知到了。	每个人我都通知到了。
笼屉里冒着热气。	热气从笼屉里冒出来。
他教我们化学。	他是我们的化学老师。
你知道个屁！	你知道个球！
唯有加深了解，才能相互信任与合作。	想要相互信任与合作，只能加深了解。
他逃脱不了法律的制裁，尽管他爸爸是李刚。	他无法逃脱法律的制裁，尽管他爸爸是李刚。
现在半夜三更回家，也不用担心安全问题，。	现在就算半夜三更回家，也不用担心安全问题，。
他没往家里寄过半分钱。	他从未给家里寄钱。
他不但没有和大家一起撤离，相反却留下来参加了抢险队。	他不仅没有和大家一起撤离，相反却留下来参加了抢险队。
她在每本书上都签了名字。	她的名字出现在每本书上。
既然那么高调参赛，他怎么会轻易退赛呢？	他那么高调参赛，怎么会轻易退赛呢？
吃一点是一点。	吃一口算一口。
一个人难免犯错误。	人不犯错误是不可能的。
文化活动可以导致人们的行为趋同，就是说，人们的心里状态在文化的作用下呈现出一致性。	文化活动可以导致人们的行为趋同，就是说，在文化的作用下人们的心里状态呈现出一致性。
刚一进门，我就发现今天的气氛不太一样。	我刚一进门，就发现今天的气氛不太一样。
哪儿去了，刚才？	刚才去什么地方了？
奇怪他今天怎么没有来？	今天他很奇怪的没有来？
它的宽大的叶子也是片片向上，几乎没有斜生的，更不用说倒垂了。	它的叶子是宽大且片片向上，几乎没有斜生的，更不用说倒垂了。
这道题好不容易呀，做了半天还没有做出来。	这道题做了半天还没有做出来，很难啊。
老实说我手头没有那本书。	我真的没有那本书。
老神仙给了人参娃娃一个宝葫芦。	一个宝葫芦被老神仙给了人参娃娃。
他送了汪老师一张贺卡。	他送了一张贺卡给汪老师。
处处我都检查过了。	我把每处都检查了。
举起手来！	把举起手来！
他付了我们100块钱。	他给了我们100快钱。
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	那个高个子肯定在是乙班，但是我想不起他叫什么名字了。
因为一点小矛盾，彼此就不再来往了。	因为一点小矛盾，故彼此就不再来往了。
她学了两个钟头英语。	这两个钟头，她都在学英语。
资金感到不足。	感到资金匮乏。
少不了你的福享。	你有很多福享。
我爸非打死我不可。	我爸要把我打死。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽则是满月，因为天上有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
唐代有个诗人。这个诗人叫李白。	唐代有个叫李白的诗人。
宁可血战到底，也不放弃每一寸阵地。	宁肯血战到底，也不放弃每一寸阵地。
句句都说到了我的心窝里。	每句话都触动了我的心底。
这幅画花了我一个多月。	这幅画我画了一个多月。
她没叠好被子。	被子没有被她叠好。
每次出差回来都给她带礼物，要不然就一定给你脸子看。	如果出差回来不给她带礼物，她一定会给你脸子看。
让了一个座位给老人。	给老人让了一个座位。
她都去了三次了。	她已经去了三次了。
他们家常常出去旅游。	去旅游是他们家的常事。
儿子不叫我参加家长会，我只好不去。	儿子不让我参加家长会，我只好不去。
他刚走了两个钟头你就回来了。	他走了两个小时你就回来了。
不死也脱层皮。	哪怕不死也脱层皮。
他一边上学，一边打工挣学费。	他一面上学，一面打工挣学费。
科学家正在努力探索这一奥秘，以便根据它的原理来研制新的导航仪器。	科学家正在努力探索这一奥秘，以便于根据它的原理来研制新的导航仪器。
快出村口时，回头再看一眼自己住了十多年的老屋，刘华生的心里一阵酸楚。	快出村口时，刘华生回头再看一眼自己住了十多年的老屋，心里一阵酸楚。
桌子叫人抬走了。	桌子被人抬走了。
你走你的阳关道，我走我的独木桥。	你走你的独木桥，我走我的阳关道。
我起码看过五遍。	我至少看过五遍。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
予以办理手续。	手续予以办理。
这让他没了面子，而且还给他带来了不小的经济损失。	这让他没了面子，给他带来了不小的经济损失。
不予办理手续。	不给办理手续。
还欠三万块钱没有还。	还有三万块钱没有还。
他的数学不怎么好。	他的数学不好。
这叫你说着了。	真让你说对了。
塑料不腐烂分解是一大长处，因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体。	因为当塑料垃圾被深埋时，他永远不会变成任何有毒的化学物质污染人类生存的环境，而且即便被焚烧，大部分塑料也不会释放出有毒气体，所以塑料不腐烂分解是一大长处。
我国在这一方面的法律规定与贵国的法律规定相同。	我国的法律规定与贵国的法律规定在这一方面相同。
在悬崖峭壁间开辟出一条路来尚且不易，更何况是修建寺庙！	在悬崖峭壁间开辟出一条路来已经不易，更何况是修建寺庙！
他们家通常星期六晚上看电影。	星期六晚上他们家通常看电影。
她在每本书上都签了名字。	每本书上都签了她的名字
那是力争上游的一种树，笔直的干，笔直的枝。	它由笔直的干和枝，是力争上游的一种树。
一喝就醉。	一喝便醉。
这下子把我们所有人都吓傻了，那个叫五哥的鼓手，甚至还当场哭出了声。	这下子把我们所有人都吓傻了，更有甚者那个叫五哥的鼓手还当场哭出了声。
西兰花菜农已收割完毕。	菜农已经把西兰花收割完毕。
风遇到防护林，速度就减少了百分之七十到八十。到了距离防护林等于林木高度二十米的地方，风速又恢复原来的强度。所以防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。	虽说风的速度遇到防护林就减少了百分之七十到八十，然而到了距离为林木高度二十倍的地方，风速又恢复原来的强度。因此防护林必须是并行排列的许多林带，两列之间的距离不要超过林木高度的二十倍。
柜子叫小弟给翻得乱七八糟。	小弟把柜子翻得乱七八糟。
小赵没一米八高。	小赵不到一米八。
因为做过多年的幼儿园老师，所以她深知这些孩子此时最需要什么。	由于做过多年的幼儿园老师，于是她深知这些孩子此时最需要什么。
一喝就醉。	酒一喝就醉。
大勇整天躺在床上看杂志、听音乐，借以打发这茫然无聊的日子。	大勇整天躺在床上看杂志、听音乐，为的是打发这茫然无聊的日子。
不管我们如何好说歹说，他却仍然是无动于衷。	不管我们如何好说歹说，他总是无动于衷。
在悬崖峭壁间开辟出一条路来尚且不易，更何况是修建寺庙！	在悬崖峭壁间别说修建寺庙，就连开辟出一条路来都不易！
尽管他赢得了冠军，可是没有赢得人们的尊重。	虽然他赢得了冠军，却没有赢得人们的尊重。
尽管他赢得了冠军，可是没有赢得人们的尊重。	尽管他赢得了冠军，但没有赢得人们的尊重。
方法始终不变。	方法一直没有变。
差点儿闹笑话。	险些闹笑话。
他一点苹果没吃。	他苹果一点都没吃。
他们厂上个月从欧洲购进了一批先进的设备。	他们厂上个月从欧洲进口了一批先进的设备。
有一种爱叫放手。	放手是一种爱的表现。
比尔送了乔伊斯一件礼物。	乔伊斯收到了比尔的一件礼物。
他懒得去逛公园。	公园他懒得去逛。
办成一件事得跑两三趟。	办成一件事要跑两三趟。
她的漂亮打动了每一个人。	每个人都被她的漂亮打动了。
明天下雨的话，活动就会泡汤。	明天下雨的话，那么活动会泡汤。
既然困难这么多，就不必在这件事上浪费时间了。	因为困难这么多，所以就不必在这件事上浪费时间了。
不知不觉我学会了广州话，而且说的还不错。	我不仅不知不觉学会了广州话，而且说的还不错。
他没去北京，去上海了。	他没去北京，反而去了上海。
切菜都不会，可见你不会做饭。	既然你切菜都不会，那么可见你不会做饭。
每次出差回来都给她带礼物，要不然就一定给你脸子看。	必须出差回来都给她带礼物，才不会给你脸子看。
由于工作的关系，我们在长沙逗留了几天。	我们在长沙逗留了几天，由于工作的关系。
离远点儿，省得伤着你。	离远点儿，以免伤着你。
因为做过多年的幼儿园老师，所以她深知这些孩子此时最需要什么。	因为做过多年的幼儿园老师，因而她深知这些孩子此时最需要什么。
不予办理手续。	手续不予办理。
她看花了眼睛。	看得她花了眼。
我们用筷子吃西餐。	我们吃西餐用筷子。
你没有放下包袱。	你没放下包袱。
教练细心观察、认真分析比赛现场发生的每一个细节。	教练既细心观察比赛现场发生的每一个细节，又做了认真分析。
因为做过多年的幼儿园老师，所以她深知这些孩子此时最需要什么。	她深知这些孩子此时最需要什么，因为她做过多年的幼儿园老师。
我一定要嫁给他，哪怕他是个穷光蛋。	就算他是个穷光蛋，我也一定要嫁给他。
石头上刻着诗歌。	诗歌刻在石头上。
新同学已经办完了入学手续。	新同学的入学手续已经办完了。
现在半夜三更回家，也不用担心安全问题，。	即使现在半夜三更回家，也不用担心安全问题，。
不知道这句话是谁说的，不过，这并不重要。	这句话是谁说的并不重要。
我派他去北京。	他被我派去北京。
他不比你强多少。	你不比他差。
杯子被我打破了。	我把杯子打破了。
你不是一个俗人。	你不是俗人。
他哪里知道人家是在笑话他。	他不知道人家是在笑话他。
他又安静地投入到工作中去了。	他又安静地去工作了。
有你的电视看。	少不了你的电视看。
她喜欢大的。	大的他都喜欢。
书上写着名字。	名字在书上写着。
一旦有机会，就要全力以赴。	如果有机会，就要全力以赴。
既然那么高调参赛，他怎么会轻易退赛呢？	由于他那么高调参赛，所以他不会轻易退赛？
这一次，投资者仅仅是“有望收回成本”，换句话说，很可能赔本！	这一次，投资者仅仅是“有望收回成本”，很可能赔本！
她在图书馆里从书架上拿了一本书。	在图书馆里她从书架上拿了一本书。
不知不觉我学会了广州话，而且说的还不错。	不知不觉我学会了广州话，说的还不错。
质量好极了。	质量非常好。
地球绕着太阳公转，同时又绕着他自己的地轴不停的自转。	地球绕着他自己的地轴不停的自转，同时又绕着太阳公转。
因为做过多年的幼儿园老师，所以她深知这些孩子此时最需要什么。	由于做过多年的幼儿园老师，因此她深知这些孩子此时最需要什么。
老王嫁了他一个女儿。	老王把她一个女儿嫁出去了。
他难道会介意这些事情吗？	这些事情难道他会介意？
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	那个高个子肯定是乙班的，但是我想不起他的名字了。
她的笑便渐渐少了。	她渐渐便笑的少了。
他高兴坏了。	他十分高兴。
他把车开得太快了。	他把车开的速度太快了。
不知道这句话是谁说的，不过，这并不重要。	不知道这句话是谁说的，只是，这并不重要。
不到黄河心不死。	没到黄河心不死。
你忘了？	你难道忘了？
她马上傲慢地环视了一下会场。	马上她傲慢地环视了一下会场。
狐狸心里想，我先说些好话哄哄你，让你放松警惕；狐狸心里又想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。	狐狸心里不但想，我先说些好话哄哄你，让你放松警惕；狐狸心里更想，等你放松警惕后，我在想办法把你嘴里的肉弄到手。
船几乎翻了底。	船差点儿翻了底。
我觉得佳艳的德语水平远在我之上，虽然我的考试成绩比他高。	虽说我的德语考试成绩比佳艳高。但是我觉得他的水平远在我之上。
他喝穷了一家子。	一家子都被它喝穷了。
人人都看见她了。	没有人看不见她。
吃一点是一点。	吃一口是一口。
老人家身板很硬朗。	老人家身体很硬朗。
险些把他撞倒。	差点儿把他撞倒。
他的数学不怎么好。	他数学不怎么会。
千万别大意！	千万不能大意！
办成一件事得跑两三趟。	跑两三趟才办成一件事。
小王被绊了一下，差点儿摔倒了。	小王被绊了一下，没摔倒。
结婚之前，我没有想到她工作这么艰苦。	我结婚之前从没有想到她工作这么艰苦。
我要有外心，立刻就化成灰，叫万人践踹。	如果我有外心，就立刻化成灰，被万人践踏。
这个计划没有一点问题。	这个计划很完美。
我要一件衣服，这件衣服不太红，换红一点的。	我要一件衣服，这件衣服不够红，换红一点的。
一分钱他都不愿意多花。	一点钱他都不愿意多花。
这样的处理打破了历来的规矩。	这样的处理打破了原来的规矩。
你吃了饭我还没有找你收钱哪。	你吃了饭还没有给钱呢。
这就是小王看完书的地方。	小王看完书的地方是这。
老王嫁了他一个女儿。	老王的一个女儿被她嫁了。
衣服难看死了。	衣服丑死了。
我写信写了一个晚上。	这封让我写了一晚上的信。
她的笑便渐渐少了。	她渐渐不笑了。
杯子刚刚被他打破了。	他刚刚把杯子打破了。
干一行爱一行。	干什么爱什么。
我们就去帮他的忙。	我们帮他的忙。
你不会在里头给他来个扫堂腿？	你在里面是不是给他来个扫堂腿？
他的数学不怎么好。	他数学不是很好。
今天比较冷。	今天有些冷。
办了三次，三次都没有成。	三次都没有办成。
中国不首先使用核武器，不管是面临核威胁或者是面临核讹诈。	无论是面临核威胁还是面临核讹诈，中国不首先使用核武器。
人人都知道这件事。	这件事谁都知道。
毕业后，要么读研，要么出国留学。	毕业后，或者读研，或者出国留学。
今天比较冷。	今天特别冷。
丽丽哭红了眼睛。	因为哭，丽丽的眼睛红了。
我给了她一只笔。	他的一只笔是我给的。
雷锋精神不但没有过时，而且永远不会过时。	雷锋精神不但没有过时，永远也不会过时。
她又租了我一间房。	我又租了一间房给她。
差点儿没办成。	险些没办成。
差点儿摔倒。	险些摔倒。
这孩子不活泼。	这孩子不太活泼。
忙得我团团转。	我忙得团团转。
饺子全让他吃光了。	饺子全被他吃光了。
切菜都不会，可见你不会做饭。	切菜都不会，你不会做饭。
我冲着他笑了笑，然后继续唱歌。	我对着他笑了笑，然后继续唱歌。
那首歌学了我一个星期。	我一个星期才学会了那首歌。
小赵没一米八高。	小赵身高不到一米八。
一旦有机会，就要全力以赴。	只要有机会，就要全力以赴。
他怀疑事情还没有办完。	他怀疑事情没办完。
她喜欢大的。	大的她才喜欢。
他有两个儿子，一个是记者，一个是公务员。	他有两个儿子，一个是公务员，一个是记者。
他一次会议都没参加。	他没有参加一次会议。
不管我们如何好说歹说，他却仍然是无动于衷。	不论我们如何好说歹说，他仍然是无动于衷。
那些荔枝他吃了不少。	那些荔枝不少都是他吃的。
再给你我拿瓶啤酒！	给咱俩再拿瓶啤酒！
这位姑娘的眉毛弯弯的。	这位姑娘有着弯弯的眉毛。
不久，被雷劈中的那棵大树又长出了嫩绿的新芽。	被雷劈中后不久，嫩绿的新芽又从那棵大树上长出来了。
她洗净了一件衣服。	一件衣服被她洗净了。
他们有可能明天回来。	他们可能明天回来。
我不常逛街，因为我老没时间。	由于我老没时间，所以我不常逛街。
文化活动可以导致人们的行为趋同，就是说，人们的心里状态在文化的作用下呈现出一致性。	文化活动可以导致人们的行为趋同，人们的心里状态在文化的作用下呈现出一致性。
我做题做了三个小时。	我做了三个小时的题。
小王被领导批评的时候，他还在笑呢。	领导批评了正在笑的小王。
他一句话没说。	他没说一句话。
让了一个座位给老人。	让给了老人一个座位。
她买了小王一件衣服。	这件衣服是从小王那儿买的。
不管荤的、素的都没个完。	不管荤的、素的都没完没了。
教练细心观察、认真分析比赛现场发生的每一个细节。	教练细心观察比赛现场发生的每一个细节，并做了认真分析。
我始终坚持认为，雷锋精神不但没有过时，而且永远不会过时。	我始终坚持认为，雷锋精神不仅现在没有过时，而且永远不会过时。
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	那个高个子肯定是乙班的，可是我想不起他叫什么名字了。
下课后，大伙有的在踢毽子，有的在打乒乓球，还有的在跑步，都在积极的锻炼身体。	下课后，大伙有的在跑步，有的在踢毽子，还有的在打乒乓球，都在积极的锻炼身体。
事情办成了。	办成事情了。
既然选择了雪域高原，那么也就选择了艰苦奋斗。	如果选择了雪域高原，那么就选择了艰苦奋斗。
他不比你强多少。	你并不比他差多少。
每个人都有属于自己的一条路，或者平坦，或者艰险，或者漫长，或者短暂；每个人的爱情经历都是值得回味的，或者甜蜜，或者苦涩，或者如愿，或者遗憾······。	每个人都有属于自己的一条路，要么平坦，要么艰险，要么漫长，要么短暂；每个人的爱情经历都是值得回味的，要么甜蜜，要么苦涩，要么如愿，要么遗憾······。
老杨这样的大厨红烧鱼算得了什么。	红烧鱼对老杨这样的大厨来说，很简单。
那首歌学了我一个星期。	我学那首歌学了一个星期。
这事他不会不告诉我的。	这事他会告诉我的。
小王看完了书。	小王把书看完了。
我休礼拜出去玩儿，没留神让老虎给吃了。	我休礼拜出去玩儿，没留神被老虎给吃了。
他们家平常不外出旅游。	平常他们家不外出旅游。
人家主动帮助你又什么不好？	人家主动帮助你有什么不好啊？
好不容易。	很不容易。
这样不仅可以帮助人家解一时的燃眉之急，还可以借机先锻炼一下自己。	这样不但可以帮助人家解一时的燃眉之急，而且还可以借机先锻炼一下自己。
只有做了广泛深入的调查研究，才可能得出让人们信服的结论。	唯有做了广泛深入的调查研究，才可能得出让人们信服的结论。
我一定把驾驶执照考下来，只要你给我时间。	如果你给我时间，我一定把驾驶执照考下来。
必须尽快改变现状，否则我真的没有出路了。	如果不尽快改变现状，我就真的没有出路了。
小爽听到楼道里的人来人往，看看闹钟已经九点了，这才懒洋洋地爬起来，去敲隔壁伍静的门。	听到楼道里的人来人往，看看闹钟已经九点了，小爽这才懒洋洋地爬起来，去敲隔壁伍静的门。
我不常逛街，因为我老没时间。	我老没时间，于是我不常逛街。
那个高个子肯定是乙班的，但是我想不起他叫什么名字了。	那个高个子肯定是乙班的，但是我记不得他的名字了。
小王被绊了一下，差点儿摔倒了。	小王被绊了一下，差点儿没摔倒。
来客人的家庭。	家里来了客人。
通货膨胀是一种货币现象，过量的货币追逐有限的商品。	通货膨胀是一种货币现象，也就是说过量的货币追逐有限的商品。
钱放在手里贬值太厉害，不如拿出去投资。	钱放在手里贬值太厉害，应该拿出去投资。
他讲了至多十分钟。	他最多讲了十分钟。
这个人办起事来，别提多啰嗦了。	这个人办起事来，太多啰嗦了。
他已经通知了所有人。	所有人都已经通知到了。
这本书我恰好看过。	这本书刚好我看过。
晒太阳的人们。	人们在晒太阳。
在挪威屠杀惨案中，85人被害。	挪威屠杀惨案中85人遇害。
小明打碎了一个杯子。	小明把一个杯子打碎了。
这个问题让人说滥了。	这个问题被人说烂了。
我没看见你的钢笔。	你的钢笔我没看见。
别把愁事憋在心里。	愁事不要憋在心里。
月儿在云中穿行，船儿在湖中荡漾，风儿拂面而来······。	当船儿在湖中荡漾，风儿拂面而来，月儿在云中穿行。
尽管他赢得了冠军，可是没有赢得人们的尊重。	尽管他赢得了冠军，但是没有赢得人们的尊重。
有一分希望，也要付出一百分的努力。	就算只有一分希望，也要付出一百分的努力。
巴巴的写了他的小名儿，各处贴着叫万人叫去，为的是好养活。	巴巴的写了他的小名儿，各处贴着让万人去叫，为的是好养活。
她没叠好被子。	她没把被子叠好。
书上写着名字。	书上写有名字。
门前种着花。	门前有花。
一张小嘴，别提多会说话了。	一张小嘴，太会说话了。
老兄！	朋友！
度假我们去海南，还是去马尔代夫？	我们度假去马尔代夫，还是去海南？
这座楼盖得别提多结实了。	这座楼盖得相当结实。
这位先生对自己的业务很熟悉。	他对自己的业务很熟悉。
冬至以来，这里不是下雨就是下雪。	冬至以来，这里不是下雪就是下雨。
我国在这一方面的法律规定与贵国的法律规定相同。	我国与贵国的法律规定在这一方面相同。
他已经通知了所有人。	他已经通知所有人了。
你要好好休息啊。	你一定要好好休息呀！
再给你我拿瓶啤酒！	再给咱俩拿瓶啤酒！
你不以我们的祖国有着这样的英雄而自豪吗？	你应该为我们祖国有着这样的英雄而自豪？
我起码看过五遍。	我看过不止五遍。
小王被领导批评的时候，他还在笑呢。	小王还笑被领导批评的时候。
他们昨天去了北京。	昨天他们去了北京。
他没有告诉我火车晚点了。	火车晚点了他没有告诉我。
少不了你的小说看。	有小说让你看。
倘若来不及逃跑，它就会使出装死的伎俩。	若来不及逃跑，它便会使出装死的伎俩。
大海上没有波浪。	大海上很平静。
我喝酒喝了半个月的工资。	我喝酒花了半个月的工资。
今天周末，他未必在家。	今天周末他有可能不在家。
离城没五十里远。	离城没到五十里。
兄弟两个谁也不服谁。	兄弟两个相互之间都不服气。
花猫逮住了一只耗子。	花猫抓住了一只耗子。
我修电脑修了五百块钱。	我修电脑花了五百块钱。
不光大家伙都省事，你自己也可以少跑两趟嘛。	不但大家伙都省事，你自己也可以少跑两趟嘛。
我们这儿冬天没有武汉冷。	我们这儿冬天比武汉暖和。
留下了一点后遗症。	一点后遗症被留下了。
差点儿答错。	险些答错。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	固然是满月，天上却有一层淡淡的云，所以不能朗照；可是我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
老实说我手头没有那本书。	说真的我现在手头没有那本书。
这个国家的政府，一方面谴责美国对伊拉克的军事占领，另一方面又主动向美国控制下的伊拉克临时管理委员会示好。	这个国家的政府，一面谴责美国对伊拉克的军事占领，一面又向美国控制下的伊拉克临时管理委员会主动示好。
看到实验成功，大家好高兴。	看到实验成功，大家好不高兴。
考试是手段，而不是目的。	考试只是手段，而不是目的。
他爸爸嘛，从早到晚都不沾家。	他爸爸从早到晚都不沾家。
我曾经帮这位教授整理过稿子。	我帮这位教授整理过稿子。
你不觉得我们的战士很可爱吗？	你觉得我们的战士不可爱吗？
局里派办公室王主任到现场做协调工作。	局里派办公室王主任到现场让他做协调工作。
他一点苹果没吃。	他没吃一点苹果。
钱包别给小偷偷了。	别被小偷偷了钱包。
这个问题讨论了我们半天。	半天时间被我们用来讨论这个问题。
我给了她一只笔。	她用了我一支笔。
我要一件衣服，这件衣服不太红，换红一点的。	我要一件衣服，这件衣服不是很红，换红一点的。
丽丽哭红了眼睛。	丽丽哭，红了眼睛。
他知道这事吗？当然知道，只不过他不说而已。	虽然他不说，但他肯定知道这个事。
跑得他浑身都是汗。	他浑身跑得都是汗。
衣服没干。	衣服没晾干。
连同刚才那一碗，他一共吃了三碗。	他连同刚才那一碗一共吃了三碗。
在没修赵州桥之前，一条洨河横断南北，阻碍了人们的往来，造成了不便。	在赵州桥没修之前，一条洨河横断南北，阻碍了人们的往来，造成了不便。
因为闹了一点小矛盾，彼此就不再来往了。	彼此因为闹了一点小矛盾就不再来往了。
差点儿没考上甲班。	险些没考上甲班。
他懒得去逛公园。	他不愿去逛公园。
寄了一笔钱给妈妈。	给妈妈寄了一笔钱。
说了就忘。	说完就忘。
出门在外没个不累的。	出门在外都很累。
卖了一批设备给工厂。	卖给了工厂一批设备。
由于工作的关系，我们在长沙逗留了几天。	由于工作的原因，我们在长沙逗留了几天。
吃饱了饭。	饭吃饱了。
我一定要嫁给他，哪怕他是个穷光蛋。	我一定要嫁给他，即便他是个穷光蛋。
我觉得佳艳的德语水平远在我之上，虽然我的考试成绩比他高。	虽说我的德语考试成绩比佳艳高。我却觉得他的水平远在我之上。
因前一段时间连降暴雨，以致工期一再拖延。	由于前一段时间连降暴雨，因此工期一再拖延。
任凭风吹浪打，都毫不动摇。	不管风吹浪打，都毫不动摇。
我觉得佳艳的德语水平远在我之上，虽然我的考试成绩比他高。	虽然我的德语考试成绩比佳艳高。但是我觉得他的水平远在我之上。
不管你说什么，他总是听不进去。	不管你说什么，他还是听不进去。
中国不首先使用核武器，不管是面临核威胁或者是面临核讹诈。	不管是面临核威胁还是面临核讹诈，中国都不首先使用核武器。
你们拿了人家不少好处。	从人家那你们拿了不少好处。
我们无论评价什么样的历史人物，都必须全面的看待，不但要看到他们的历史功绩和贡献，而且要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。	我们不管评价什么样的历史人物，都必须全面的看待，不仅要看到他们的历史功绩和贡献，还要看到他们的过失和负面影响，否则，就不可能做出全面、客观的评价。
几乎摔倒了。	险些摔倒了。
差点儿答不上来。	答上来了。
钱放在手里贬值太厉害，不如拿出去投资。	钱放在手里贬值太厉害，要拿出去投资。
小心别打碎杯子。	别把杯子打碎了。
请进！	请进来吧！
我之所以会吃惊，是因为没想到会在这种地方遇见他。	由于没想到会在这种地方遇见他，于是我会吃惊。
句句都说到了我的心窝里。	每句话都说的正对我的心里。
对方的后卫把球踢进了自家的球门。	把球踢进自家球门的是对方的后卫。
实际上，当地政府多年来对市场别说干预，连辅助性的行为都很少。	实际上，当地政府多年来对市场的辅助性行为尚且很少，更何况干预。
这个国家的政府，一方面谴责美国对伊拉克的军事占领，另一方面又主动向美国控制下的伊拉克临时管理委员会示好。	这个国家的政府，谴责着美国对伊拉克的军事占领，却又主动向美国控制下的伊拉克临时管理委员会示好。
我什么时候说你欠我了？	我什么时候说过你欠我了？
这一次，投资者仅仅是“有望收回成本”，换句话说，很可能赔本！	这一次，投资者仅仅是“有望收回成本”，换句话说，赔本的可能性很大！
这叫你说着了。	您可说着了喂。
只要她一去接电话，孩子就会大哭大闹。	只要她去接电话，孩子就大哭大闹。
我得给他们提个醒。	我必须给他们提个醒。
考试是手段，而不是目的。	考试是手段，不是目的。
虽然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。	固然是满月，天上却有一层淡淡的云，所以不能朗照；但我以为这恰是到了好处——酣眠固不可少，小睡也别有风味。
一周之内再不把校对稿交给出版社，他们就要改变出版计划了。	假如一周之内再不把校对稿交给出版社，他们便要改变出版计划了。
出门在外没个不累的。	人出门在外都很累。
这件事非你去不成。	这件事非你去才成。
老范的心里乱极了。	老范的心里非常乱。
有人由于不讲逻辑，因此对别人不合逻辑的言论，不但不能觉察它的荒谬，反而随声附和，人云亦云。	有人不讲逻辑，因此对别人不和逻辑的言论，不仅不能觉察它的荒谬，反而人云亦云，随声附和。
他没努力去解决这个问题，这个问题对他本来就很容易。	他没努力去解决这个问题。
小王没看完书。	书没有被小王看完。
我两手空空，既不愿让悲鸿知道，以免他焦虑，又不愿开口向人求助。	我两手空空，一方面不愿让悲鸿知道，以免他焦虑，另一方面不愿开口向人求助。
我们在哪些地方做的不对，或者不够令人满意？	哪些地方我们做的不够令人满意，或者不对？
他有的是钱。	他很有钱。
这位刘先生，他是个有钱人。	这位刘先生有钱。
尽管他赢得了冠军，可是没有赢得人们的尊重。	尽管他赢得了冠军，然而没有赢得人们的尊重。
来北京之前，我一直呆在家里。	没来北京之前，我一直呆在家里。
他有的是力气。	他很有力气。
卖了一批设备给工厂。	卖给工厂一批设备。
地球绕着太阳公转，同时又绕着他自己的地轴不停的自转。	地球又绕着太阳公转，同时又绕着他自己的地轴不停的自转。
他朝大山的方向走去。	他走去朝大山的方向。
这让他没了面子，而且还给他带来了不小的经济损失。	这让他没了面子，更给他带来了不小的经济损失。
饺子全让他吃光了。	饺子全给他吃光了。
这间房子将能容纳十个人。	这间房子将呆十个人。
她的厨艺怎么样？	她做饭的水平怎么样？
既然选择了雪域高原，那么也就选择了艰苦奋斗。	选择了雪域高原，就选择了艰苦奋斗。
明天下雨的话，活动就会泡汤。	如果明天下雨的话，那么活动会泡汤。
约翰给玛丽拿了一本书。	玛丽从约翰那里拿了一本书。
东西全给他吃光了。	他吃光了所有东西。
